time,seconds_elapsed,dBFS
1773231976298000000,28.887999755859376,-36
1773231976408000000,28.998,-31
1773231976521000000,29.111,-31
1773231976630000000,29.220000244140625,-34
1773231976743000000,29.333,-32
1773231976853000000,29.443,-35
1773231976965000000,29.555,-36
1773231977074000000,29.663999755859376,-35
1773231977186000000,29.775999755859374,-39
1773231977297000000,29.887,-39
1773231977409000000,29.999,-26
1773231977520000000,30.11,-28
1773231977630000000,30.220000244140625,-36
1773231977741000000,30.331,-41
1773231977853000000,30.443,-37
1773231977964000000,30.554,-38
1773231978074000000,30.663999755859376,-41
1773231978185000000,30.775,-37
1773231978296000000,30.886,-38
1773231978408000000,30.998,-40
1773231978519000000,31.109,-41
1773231978630000000,31.220000244140625,-43
1773231978740000000,31.33,-43
1773231978852000000,31.442,-41
1773231978963000000,31.553,-41
1773231979073000000,31.663,-37
1773231979185000000,31.775,-38
1773231979297000000,31.887,-35
1773231979408000000,31.998,-38
1773231979522000000,32.11199975585937,-43
1773231979629000000,32.219,-36
1773231979740000000,32.33,-40
1773231979852000000,32.442,-37
1773231979963000000,32.553,-31
1773231980074000000,32.66399975585937,-38
1773231980184000000,32.774,-38
1773231980296000000,32.886,-37
1773231980406000000,32.996000244140625,-39
1773231980518000000,33.10800024414063,-37
1773231980628000000,33.218,-38
1773231980741000000,33.331,-33
1773231980850000000,33.439999755859375,-33
1773231980962000000,33.55199975585938,-35
1773231981073000000,33.663,-42
1773231981184000000,33.774,-39
1773231981294000000,33.88400024414062,-35
1773231981406000000,33.996000244140625,-38
1773231981517000000,34.107,-38
1773231981627000000,34.217,-41
1773231981738000000,34.32799975585937,-42
1773231981850000000,34.439999755859375,-40
1773231981961000000,34.551,-41
1773231982072000000,34.662,-37
1773231982183000000,34.773,-37
1773231982295000000,34.885,-39
1773231982406000000,34.996000244140625,-38
1773231982516000000,35.106,-45
1773231982628000000,35.218,-46
1773231982739000000,35.329,-40
1773231982850000000,35.439999755859375,-46
1773231982960000000,35.55,-45
1773231983072000000,35.662,-45
1773231983183000000,35.773,-41
1773231983294000000,35.88400024414062,-41
1773231983405000000,35.995,-42
1773231983515000000,36.105,-37
1773231983628000000,36.218,-43
1773231983738000000,36.32799975585937,-48
1773231983849000000,36.439,-43
1773231983960000000,36.55,-42
1773231984071000000,36.661,-36
1773231984183000000,36.773,-44
1773231984293000000,36.883,-44
1773231984405000000,36.995,-40
1773231984516000000,37.106,-38
1773231984627000000,37.217,-45
1773231984738000000,37.32799975585937,-44
1773231984849000000,37.439,-44
1773231984960000000,37.55,-45
1773231985071000000,37.661,-44
1773231985182000000,37.77200024414063,-39
1773231985293000000,37.883,-42
1773231985404000000,37.994,-43
1773231985516000000,38.106,-42
1773231985627000000,38.217,-43
1773231985739000000,38.329,-44
1773231985850000000,38.439999755859375,-40
1773231985961000000,38.551,-45
1773231986071000000,38.661,-44
1773231986183000000,38.773,-49
1773231986293000000,38.883,-46
1773231986406000000,38.996000244140625,-39
1773231986522000000,39.11199975585937,-47
1773231986626000000,39.21599975585937,-46
1773231986738000000,39.32799975585937,-42
